episode,total_dist,best_dist,steps,routes,avg_loss,epsilon
32,2969.403520345688,2627.003138065338,,,,1.183755
33,3285.860302090645,2627.003138065338,,,,1.183755
34,3286.532917737961,2627.003138065338,,,,1.183755
35,3369.392908334732,2627.003138065338,,,,1.183755
36,3198.4079002141953,2627.003138065338,,,,1.183755
37,3056.217372775078,2627.003138065338,,,,1.183755
38,3317.246169090271,2627.003138065338,,,,1.183755
39,3189.1405017375946,2627.003138065338,,,,1.183755
40,3125.3370497226715,2627.003138065338,,,,1.183755
41,3022.531796813011,2627.003138065338,,,,1.183755
42,3241.9430416822433,2627.003138065338,,,,1.183755
43,3425.6571819782257,2627.003138065338,,,,1.183755
44,3273.794343352318,2627.003138065338,,,,1.183755
45,3435.7604874372482,2627.003138065338,,,,1.183755
46,3320.9213889837265,2627.003138065338,,,,1.183755
47,3241.2669991254807,2627.003138065338,,,,1.183755
48,3071.8949221372604,2627.003138065338,,,,1.183755
49,3171.7607791423798,2627.003138065338,,,,1.183755
50,3305.776407599449,2627.003138065338,,,,1.183755
1,5089.927005767822,5089.927005767822,,,,1.120173
2,4153.260796070099,4153.260796070099,,,,1.120173
3,3058.7758420705795,3058.7758420705795,,,,1.120173
4,2891.6951563358307,2891.6951563358307,,,,1.120173
5,2627.003138065338,2627.003138065338,,,,1.120173
6,2711.5820339918137,2627.003138065338,,,,1.120173
7,2693.965089917183,2627.003138065338,,,,1.120173
8,2700.339346051216,2627.003138065338,,,,1.120173
9,2770.29085791111,2627.003138065338,,,,1.120173
10,2723.806111216545,2627.003138065338,,,,1.120173
11,2720.2985109090805,2627.003138065338,,,,1.120173
12,3072.39000749588,2627.003138065338,,,,1.120173
13,2973.1745265722275,2627.003138065338,,,,1.120173
14,2868.0303869247437,2627.003138065338,,,,1.120173
15,3029.2097220420837,2627.003138065338,,,,1.120173
16,3080.2802863121033,2627.003138065338,,,,1.120173
17,3129.54774081707,2627.003138065338,,,,1.120173
18,3038.0016144514084,2627.003138065338,,,,1.120173
19,3164.9222334623337,2627.003138065338,,,,1.120173
20,3054.0818642377853,2627.003138065338,,,,1.120173
21,3014.7765444517136,2627.003138065338,,,,1.120173
22,3221.5297154188156,2627.003138065338,,,,1.120173
23,3315.970272898674,2627.003138065338,,,,1.120173
24,3251.2894090414047,2627.003138065338,,,,1.120173
25,3327.7264964580536,2627.003138065338,,,,1.120173
26,3210.6450209617615,2627.003138065338,,,,1.120173
27,3107.458253264427,2627.003138065338,,,,1.120173
28,3088.795239329338,2627.003138065338,,,,1.120173
29,3207.302868247032,2627.003138065338,,,,1.120173
30,3029.6410048007965,2627.003138065338,,,,1.120173
31,3210.340190768242,2627.003138065338,,,,1.120173
32,2969.403520345688,2627.003138065338,,,,1.120173
33,3285.860302090645,2627.003138065338,,,,1.120173
34,3286.532917737961,2627.003138065338,,,,1.120173
35,3369.392908334732,2627.003138065338,,,,1.120173
36,3198.4079002141953,2627.003138065338,,,,1.120173
37,3056.217372775078,2627.003138065338,,,,1.120173
38,3317.246169090271,2627.003138065338,,,,1.120173
39,3189.1405017375946,2627.003138065338,,,,1.120173
40,3125.3370497226715,2627.003138065338,,,,1.120173
41,3022.531796813011,2627.003138065338,,,,1.120173
42,3241.9430416822433,2627.003138065338,,,,1.120173
43,3425.6571819782257,2627.003138065338,,,,1.120173
44,3273.794343352318,2627.003138065338,,,,1.120173
45,3435.7604874372482,2627.003138065338,,,,1.120173
46,3320.9213889837265,2627.003138065338,,,,1.120173
47,3241.2669991254807,2627.003138065338,,,,1.120173
48,3071.8949221372604,2627.003138065338,,,,1.120173
49,3171.7607791423798,2627.003138065338,,,,1.120173
50,3305.776407599449,2627.003138065338,,,,1.120173
51,3501.0758494138718,2627.003138065338,,,,1.120173
52,3303.9991805553436,2627.003138065338,,,,1.120173
53,3274.7391418218613,2627.003138065338,,,,1.120173
54,3121.916538119316,2627.003138065338,,,,1.120173
55,3200.460170507431,2627.003138065338,,,,1.120173
56,3312.9221757650375,2627.003138065338,,,,1.120173
57,3115.251761317253,2627.003138065338,,,,1.120173
58,3300.1178163290024,2627.003138065338,,,,1.120173
59,3415.5543835163116,2627.003138065338,,,,1.120173
60,3423.715185046196,2627.003138065338,,,,1.120173
