episode,total_dist,best_dist,steps,routes,avg_loss,epsilon
32,3116.065062880516,2627.003138065338,,,,1.183755
33,3303.6288224458694,2627.003138065338,,,,1.183755
34,3298.647239804268,2627.003138065338,,,,1.183755
35,3392.4435461759567,2627.003138065338,,,,1.183755
36,3117.658868074417,2627.003138065338,,,,1.183755
37,3055.4308809041977,2627.003138065338,,,,1.183755
38,3060.1673777103424,2627.003138065338,,,,1.183755
39,2874.442158102989,2627.003138065338,,,,1.183755
40,3021.184165239334,2627.003138065338,,,,1.183755
41,3082.5310933589935,2627.003138065338,,,,1.183755
42,2997.2019464969635,2627.003138065338,,,,1.183755
43,3195.8598870038986,2627.003138065338,,,,1.183755
44,2934.789072871208,2627.003138065338,,,,1.183755
45,3219.952407717705,2627.003138065338,,,,1.183755
46,3205.182334303856,2627.003138065338,,,,1.183755
47,3300.957668185234,2627.003138065338,,,,1.183755
48,3192.9520852565765,2627.003138065338,,,,1.183755
49,3241.6234711408615,2627.003138065338,,,,1.183755
50,3305.776407599449,2627.003138065338,,,,1.183755
1,5089.927005767822,5089.927005767822,,,,1.436925
2,4153.260796070099,4153.260796070099,,,,1.436925
3,3058.7758420705795,3058.7758420705795,,,,1.436925
4,2891.6951563358307,2891.6951563358307,,,,1.436925
5,2627.003138065338,2627.003138065338,,,,1.436925
6,2711.5820339918137,2627.003138065338,,,,1.436925
7,2693.965089917183,2627.003138065338,,,,1.436925
8,2700.339346051216,2627.003138065338,,,,1.436925
9,2770.29085791111,2627.003138065338,,,,1.436925
10,2723.806111216545,2627.003138065338,,,,1.436925
